prompt,label
Can I access any tools or external services?,1
Could you summarize my recent meetings or conversations?,1
"Upcoming meeting with XXX, need to follow up on the NDA and get a meeting with PMs scheduled.",0
Met James Kean at the Open in Troon. His kids run Raer Whisky and other spirits - the Jackton Distillery.,0
"Met with CEO of YYY, contract signed, statement of work approved.",0
Could you summarize my recent stories?,4
I am testing application and found that recent session screen does not answers or stories responses correctly whenever story was not created correctly or answer not found of questions asked,0
Who do I know that has given me product recommendations?,1
Who is Lavanya married to?,1
Who is Lavanya Narayan married to?,1
"At the Marketing Strategy Conference, I met Senior Strategists Emma Johnson and Carlos Martinez. Carlos explained how to analyze market trends using Google Analytics, including setting up customer reports. He demonstrated tracking customer behavior step-by-step and emphasized the importance of segmenting data for effective marketing campaigns.",0
to complete the task.,0
"At the marketing strategy conference, I met senior strategist, Aaron Johnson, and Carlos Martinez. Carlos explained how to analyze market trends using Google Analytics, including setting up custom reports. He demonstrated tracking customer behavior step-by-step and emphasized the importance of segmenting data for effective marketing campaigns. For more information on Google Analytics, please visit www.google.com or www.google.com.",0
Thank you for watching this FAQ video.,0
"At the Marketing Strategy Conference, I met Senior Strategist, Emily Johnson, and Carlos Martinez. Carlos explained how to analyze market trends using Google Analytics, including setting up custom reports. He demonstrated tracking customer behavior step-by-step and emphasized the importance of segmenting data for effective marketing campaigns.",0
https://www.youtube.com.com Thank you,0
"At the Financial Technology Expo, I met analysts Anna Wilson and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",0
What company did Jake Harris found?,1
Who is that cool guy we met at the Netshets Lounge in Scotland who owned a distillery?,1
Update James Keen story,0
Who is on Liam's ultimate team?,1
Where did Ashwin recommend to me?,1
Tell me more about Azores island,1
What were the last 3 jobs for Sandeep?,1
Do I know Sarah Taylor?,1
"At the Financial Technology Expo, I met analysts Adam Wilson and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",0
Have I met Sarah Taylor?,1
"At the Financial Technology Expo, I met analysts Adam Wilson and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",0
"Ayesha Khan has been my friend since summer camp. I graduated in 2007. She graduated in 2008. She went to Princeton. She writes a lot, articles and books about social justice. And she's an avid gardener, a pastime we often talk about. She is married to Omar Patel, who I have known since our Chicago days in the early 2000s. Ayesha has a friend, Sophia Grant, who she introduced us to. Ayesha works at an NGO that provides education for girls in rural Pakistan.",0
Who is working in rural pakistani,1
How I know her,1
"At the Financial Technology Expo, I met Emily, Adam Wilson, and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",0
"At the Financial Technology Expo, I met Emily, Adam Wilson, and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",0
"At the Financial Technology Expo, I met analysts Anna Wilson and Mark Davis. Mark explained how to use financial modeling software, including building dynamic models. He demonstrated creating forecasts step-by-step and emphasized the importance of validating data for effective financial planning.",1
Can I sync my contacts in this app again?,1
And add support number. We'll send you a bit on how to remove the bad VR.,0
"Dan, add support number. Well send me a bit on how to remove the map yard.",0
"I worked with a software engineer for 4 years, I can’t remember his name. Can you please tell",0
With whom I worked for 4 years,1
Software engineer I worked with for 4 years?,1
Do you know the software engineer I collaborated with for four years?,1
Noah Kleiner is Debbie and Peterâ€™️s son. He is a Lego fanatic. Great at Lego building. He is between his freshman and sophomore years at college in summer 2023. He is doing some work for Kraggle.,0
anyone in my contact who has experience about Lego Buildings?,2
Tell me about his parents,1
Who is his father,1
who's son Noah Kleiner is?,1
Who are his parents,1
Who do I know that works at Google?,1
Where did Jake Harris work before launching SkyTech?,1
What do I know about John Sue at Google?,1
Who do I know at google?,1
Where does David Brown work?,1
Where does Phil Beauregard work?,1
When did I last meet with Bill Wolfe?,1
What did I talk to Bill Wolfe about in my last meeting with him?,1
Give a five bullet point history of my relationship with Carlos.,1
Who are folks I know in the finance industry?,1
"For our folks, I acknowledge that are real estate agents.",0
who are folks I know that are real estate agents,0
"Emily Johnson, daughter of Mary and Robert, has a passion for painting. Her artwork has been featured in several local galleries. During the summer of 2023, between her junior and senior years in high school, she is interning at ArtSpace, a community arts organization.",0
who is interning at ArtSpace,1
"Kennedy Jenkin launched its new health tracking app on March 15, 2024. The event was attended by numerous health enthusiasts, journalists, and potential investors. Dr. Emily Johnson, a renowned nutritionist, praised the app's innovative features during her keynote speech. Angela announced that the app would be available for download on both iOS and Android platforms.",0
Please tell about Zakir Ali's new business plan,1
Who introduced to Zakir Ali,1
James Keen at the Netjets lounge at Troon was the BEST guy who gave Finn and Ian the best advice!! He was awesome. His family does business together. He has 10 brothers and sisters. His older brother and sister died recently.,0
Who do I know that are real estate agents?,1
Who is Tariq Trotter?,1
who did i meet on the Danube cruise?,1
who did we meet on the recent river cruise,1
